GENE	EVENT	COORD	LENGTH	COMPLEX	FOREBRAIN.ADOLESCENT_ERR2598266	FOREBRAIN.ADOLESCENT_ERR2598267	FOREBRAIN.ADOLESCENT_ERR2598268	FOREBRAIN.ADOLESCENT_ERR2598269	FOREBRAIN.ELDERLY_ERR2598280	FOREBRAIN.ELDERLY_ERR2598281	FOREBRAIN.MIDDLE_ADULT_ERR2598305	FOREBRAIN.MIDDLE_ADULT_ERR2598306	FOREBRAIN.YOUNG_ADULT_ERR2598346	FOREBRAIN.YOUNG_ADULT_ERR2598347	FOREBRAIN.YOUNG_ADULT_ERR2598348	FOREBRAIN.YOUNG_ADULT_ERR2598349	FOREBRAIN.YOUNG_ADULT_ERR2598350	HEART.ADOLESCENT_ERR2598270	HEART.MIDDLE_ADULT_ERR2598307	HEART.YOUNG_ADULT_ERR2598351	LIVER.ADOLESCENT_ERR2598275	LIVER.ELDERLY_ERR2598284	LIVER.ELDERLY_ERR2598285	LIVER.MIDDLE_ADULT_ERR2598310	LIVER.YOUNG_ADULT_ERR2598357	LIVER.YOUNG_ADULT_ERR2598358	LIVER.YOUNG_ADULT_ERR2598359
TM7SF2	HsaEX0065197	chr11:64882786-64882866	81	S	92.16	97.56	94.41	100.0	88.03	98.51	97.53	94.2	100.0	100.0	93.1	100.0	95.06	98.97	93.02	90.28	97.33	98.15	90.48	98.03	100.0	100.0	100.0
TM7SF2	HsaEX0065198	chr11:64882948-64883070	123	S	95.4	99.09	96.45	98.69	98.72	98.34	97.91	99.45	100.0	100.0	99.24	98.36	93.79	99.57	97.81	98.34	97.93	97.79	97.59	99.41	100.0	98.63	98.12
PTS	HsaEX0051256	chr11:112100931-112100953	23	S	26.72	30.35	65.34	33.33	31.91	82.34	52.24	37.23	84.32	73.23	27.65	27.15	24.98	93.27	32.67	34.04	26.23	26.49	28.03	18.99	96.54	88.45	83.94
PTS	HsaEX0051257	chr11:112101349-112101405	57	C2	98.38	100.0	100.0	100.0	100.0	99.14	100.0	100.0	100.0	100.0	100.0	99.04	100.0	100.0	98.81	100.0	100.0	100.0	100.0	100.0	98.27	100.0	100.0
CDC123	HsaEX0013972	chr10:12291580-12291717	138	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.33	100.0	100.0	100.0	100.0	98.35	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
THYN1	HsaEX0064934	chr11:134119722-134119814	93	S	100.0	100.0	100.0	100.0	100.0	98.57	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.21	100.0
QDPR	HsaEX0051459	chr4:17506038-17506093	56	C2	100.0	100.0	100.0	100.0	100.0	100.0	99.8	99.79	99.07	100.0	99.79	99.72	100.0	100.0	99.82	99.92	100.0	99.58	100.0	98.55	100.0	100.0	99.49
QDPR	HsaEX0051460	chr4:17493855-17493925	71	S	99.11	98.66	92.96	98.35	98.37	83.43	98.09	96.85	86.61	87.2	97.62	98.8	87.23	95.12	98.2	95.76	97.84	98.82	97.55	89.87	92.86	93.57	93.96
TXNDC11	HsaEX0068440	chr16:11782159-11782301	143	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
KIAA1012	HsaEX0033882	chr18:29419275-29419420	146	S	95.74	96.49	100.0	100.0	100.0	91.3	100.0	100.0	96.15	100.0	100.0	97.14	100.0	100.0	98.21	98.35	96.67	100.0	100.0	100.0	94.52	100.0	100.0
KIAA1012	HsaEX0033883	chr18:29412047-29412136	90	S	90.62	96.77	96.49	100.0	100.0	93.1	100.0	95.12	100.0	92.31	95.08	97.56	87.88	93.75	100.0	97.22	93.94	100.0	95.42	100.0	94.12	96.55	94.67
NMRAL1	HsaEX0043202	chr16:4513679-4513851	173	S	100.0	100.0	97.12	96.57	100.0	95.1	98.51	100.0	100.0	97.25	95.75	100.0	100.0	100.0	98.92	98.84	100.0	98.47	100.0	100.0	100.0	98.58	97.71
TRIP12	HsaEX0067260	chr2:230638813-230638977	165	S	97.7	98.51	97.18	100.0	100.0	88.89	98.77	98.97	96.23	100.0	100.0	100.0	100.0	100.0	98.29	98.81	98.53	95.86	98.03	97.53	100.0	93.41	100.0
TRIP12	HsaEX0067261	chr2:230636235-230636348	114	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.77	100.0	100.0	99.41	100.0	98.35	100.0	91.58	100.0	100.0	100.0
USP16	HsaEX0069620	chr21:30422413-30422499	87	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.18	100.0	100.0	100.0	100.0	100.0	100.0	97.01	100.0	100.0	100.0	100.0	100.0
C14orf2	HsaEX0009470	chr14:104381403-104381526	124	S	100.0	99.29	100.0	99.48	100.0	98.35	99.44	100.0	100.0	100.0	100.0	99.62	100.0	100.0	99.37	99.46	98.79	99.63	99.37	100.0	100.0	100.0	99.27
PHKG2	HsaEX0047153	chr16:30767503-30767593	91	C2	96.36	92.13	83.56	95.45	100.0	97.1	91.74	92.21	93.22	93.55	87.14	90.0	77.78	100.0	92.08	96.52	80.0	90.0	90.48	81.25	100.0	100.0	95.6
PHKG2	HsaEX0047155	chr16:30767911-30768036	126	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.1	100.0	100.0	100.0	100.0	100.0	100.0	98.96	100.0	98.13	100.0	100.0	94.74	100.0	100.0	100.0
RER1	HsaEX0053068	chr1:2330854-2330953	100	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.07	100.0	100.0	100.0	100.0	99.44	100.0	100.0	100.0	100.0	100.0	100.0	99.3	98.95	100.0
USF1	HsaEX0069537	chr1:161011906-161012007	102	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NIT1	HsaEX0043024	chr1:161089615-161089742	128	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.73
NDUFS2	HsaEX0042326	chr1:161179901-161179978	78	S	99.18	98.52	100.0	100.0	100.0	100.0	100.0	98.77	100.0	100.0	99.26	100.0	96.77	100.0	99.1	99.75	98.57	99.47	99.56	100.0	98.76	100.0	100.0
NDUFS2	HsaEX0042327	chr1:161180094-161180179	86	S	99.37	100.0	100.0	99.37	100.0	100.0	100.0	99.49	100.0	100.0	99.72	100.0	97.14	100.0	100.0	100.0	100.0	100.0	100.0	99.8	99.0	100.0	100.0
NDUFS2	HsaEX0042328	chr1:161182141-161182270	130	S	100.0	99.49	100.0	100.0	99.87	98.63	100.0	99.52	99.25	98.7	100.0	100.0	99.18	100.0	99.86	99.82	100.0	99.7	100.0	100.0	99.48	99.7	100.0
SON	HsaEX0060960	chr21:34944857-34944936	80	S	2.18	7.46	10.39	6.81	22.61	18.53	6.47	4.64	32.19	21.19	4.15	4.07	33.82	5.48	7.42	5.08	3.12	3.85	5.69	20.93	26.13	21.54	19.95
SNF8	HsaEX0060677	chr17:47010567-47010708	142	S	98.32	100.0	99.3	98.78	100.0	100.0	98.78	98.56	100.0	100.0	99.34	100.0	100.0	100.0	99.08	98.66	100.0	99.24	94.96	100.0	100.0	100.0	100.0
SNF8	HsaEX0060678	chr17:47009005-47009076	72	S	100.0	99.12	99.18	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.13	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GPBP1L1	HsaEX0028137	chr1:46099768-46099908	141	C3	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	95.83	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
GPBP1L1	HsaEX0028138	chr1:46099161-46099319	159	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.53	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	80.95	100.0	100.0	100.0
CTBP1	HsaEX0017668	chr4:1208131-1208261	131	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.81	95.29	100.0	100.0
ATP6V0D1	HsaEX0006981	chr16:67478431-67478609	179	C2	95.2	97.54	97.14	100.0	100.0	94.87	98.66	99.03	100.0	92.0	98.34	99.2	100.0	100.0	98.3	98.47	96.81	98.15	97.97	100.0	93.94	97.01	96.55
BSDC1	HsaEX0008576	chr1:32849431-32849507	77	S	97.18	98.41	100.0	100.0	100.0	100.0	100.0	97.79	100.0	100.0	99.16	100.0	100.0	100.0	100.0	99.27	99.04	100.0	100.0	100.0	100.0	100.0	100.0
C1orf77	HsaEX0010326	chr1:153614722-153614905	184	C2	100.0	99.14	96.95	100.0	100.0	90.06	98.43	100.0	100.0	92.98	94.77	98.53	98.31	96.17	99.12	95.65	93.72	100.0	97.62	100.0	100.0	100.0	97.68
C1orf77	HsaEX0010327	chr1:153615703-153615840	138	S	100.0	94.78	92.62	97.01	91.49	90.22	92.68	97.4	95.92	86.03	89.3	94.64	95.73	95.32	96.84	91.3	76.45	94.03	92.83	98.02	94.2	100.0	95.34
UBE2Q1	HsaEX0068781	chr1:154523873-154523968	96	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MGAT4B	HsaEX0039085	chr5:179226506-179226636	131	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MGAT4B	HsaEX0039086	chr5:179226203-179226250	48	S	100.0	99.32	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.19	100.0	100.0	100.0	100.0	99.11	100.0	97.39	99.22	98.8	100.0	99.5	100.0
SAP30BP	HsaEX0056196	chr17:73664596-73664705	110	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.88	100.0	100.0	100.0	100.0	100.0	100.0
SAP30BP	HsaEX0056197	chr17:73667896-73667943	48	S	89.33	93.07	97.32	93.33	100.0	93.55	95.95	96.27	85.71	100.0	93.65	91.18	100.0	95.0	99.05	96.86	90.0	91.8	92.73	100.0	100.0	100.0	91.3
SAP30BP	HsaEX0056200	chr17:73699391-73699451	61	S	78.26	100.0	100.0	100.0	100.0	100.0	98.59	98.75	100.0	91.3	100.0	100.0	94.03	100.0	100.0	100.0	98.08	96.58	98.43	95.35	100.0	100.0	100.0
SAP30BP	HsaEX0056201	chr17:73699888-73699939	52	C2	94.44	100.0	100.0	100.0	100.0	100.0	98.89	99.01	92.59	100.0	99.16	98.2	95.74	100.0	100.0	100.0	98.58	96.67	100.0	97.89	96.15	100.0	100.0
NXF1	HsaEX0044483	chr11:62568566-62568673	108	S	100.0	100.0	100.0	100.0	90.91	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
C1orf123	HsaEX0010127	chr1:53684539-53684595	57	S	100.0	94.42	96.33	96.04	79.55	100.0	96.67	97.0	100.0	100.0	99.22	100.0	96.92	100.0	97.35	97.29	100.0	98.39	97.24	92.54	100.0	100.0	100.0
TM2D1	HsaEX0065167	chr1:62160369-62160442	74	C1	90.62	94.3	94.15	88.46	87.41	100.0	100.0	94.15	90.48	90.48	94.37	97.44	88.24	100.0	93.71	95.2	92.37	93.6	93.41	96.08	100.0	100.0	88.24
ZNF326	HsaEX0073427	chr1:90487809-90487904	96	S	100.0	100.0	100.0	100.0	100.0	95.83	100.0	100.0	96.61	100.0	100.0	100.0	100.0	100.0	100.0	98.23	100.0	100.0	100.0	100.0	100.0	100.0	97.14
SCNM1	HsaEX0056594	chr1:151140729-151140814	86	S	100.0	100.0	97.64	98.29	93.75	100.0	100.0	100.0	100.0	100.0	99.01	100.0	100.0	100.0	100.0	100.0	100.0	98.2	100.0	100.0	100.0	100.0	100.0
MRPS18C	HsaEX0040178	chr4:84379499-84379582	84	S	86.6	86.51	69.75	94.59	82.21	90.43	89.64	94.55	72.99	87.52	89.17	92.72	69.07	72.61	88.99	87.48	91.4	92.19	86.61	94.0	88.66	85.6	89.61
PMVK	HsaEX0048691	chr1:154904828-154904891	64	S	96.83	100.0	97.8	98.18	100.0	98.18	99.1	100.0	100.0	95.35	98.3	98.4	100.0	100.0	99.11	100.0	100.0	100.0	97.89	100.0	100.0	97.06	100.0
SSR2	HsaEX0061921	chr1:155984752-155984854	103	S	97.3	96.93	98.12	95.06	100.0	99.22	99.41	96.82	97.06	98.37	98.5	100.0	99.35	99.45	96.25	98.8	96.58	97.05	97.29	97.7	97.92	100.0	98.97
C3orf75	HsaEX0010964	chr3:47543140-47543341	202	C2	100.0	98.57	98.51	91.49	100.0	100.0	98.17	98.83	100.0	100.0	96.95	100.0	100.0	100.0	100.0	100.0	95.88	100.0	100.0	97.47	100.0	100.0	100.0
C3orf75	HsaEX0010965	chr3:47539776-47539922	147	S	100.0	100.0	96.72	94.03	100.0	100.0	86.79	98.63	94.74	100.0	97.48	97.4	100.0	96.77	97.47	98.26	91.15	97.5	97.73	97.56	100.0	100.0	92.0
GPR175	HsaEX0028378	chr3:127294028-127294075	48	S	100.0	97.15	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.48	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
POLR2H	HsaEX0049070	chr3:184082754-184082837	84	S	100.0	98.61	97.75	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.62	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
PLXNB1	HsaEX0048569	chr3:48447975-48448142	168	S	3.87	3.93	2.79	5.77	3.65	13.01	2.64	6.09	11.84	9.97	1.43	1.45	5.45	10.07	2.7	2.33	4.05	7.24	2.93	5.48	11.49	7.95	11.66
APEH	HsaEX0005112	chr3:49719155-49719238	84	S	97.06	100.0	100.0	100.0	96.0	100.0	100.0	98.8	100.0	91.3	100.0	100.0	92.59	100.0	100.0	98.07	100.0	100.0	100.0	100.0	100.0	100.0	100.0
APEH	HsaEX0005113	chr3:49719320-49719400	81	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NDUFS4	HsaEX0042330	chr5:52899282-52899360	79	S	100.0	98.37	96.72	100.0	99.56	97.3	98.21	99.04	100.0	100.0	99.18	98.47	100.0	100.0	99.1	98.27	98.02	99.37	97.59	99.6	98.57	99.15	100.0
NDUFS4	HsaEX0042332	chr5:52954381-52954454	74	S	96.54	97.87	98.12	96.57	97.97	96.86	96.36	96.49	97.21	97.5	95.83	97.63	94.96	100.0	97.59	96.74	96.69	96.98	96.48	98.14	97.65	98.27	98.48
FASTK	HsaEX0024941	chr7:150774188-150774301	114	C2	96.78	98.97	98.31	100.0	98.31	100.0	97.45	100.0	100.0	100.0	97.71	100.0	98.69	100.0	99.33	100.0	100.0	96.62	100.0	99.15	98.52	100.0	97.43
FASTK	HsaEX0024942	chr7:150774000-150774114	115	C2	95.1	98.86	96.56	100.0	98.55	100.0	95.94	100.0	98.09	100.0	98.38	96.66	97.12	100.0	99.27	100.0	100.0	98.04	100.0	98.91	97.37	100.0	96.54
NDUFB6	HsaEX0042312	chr9:32570958-32571050	93	S	90.53	92.92	96.76	92.79	98.22	93.1	97.08	95.06	98.37	92.31	92.61	93.1	100.0	92.26	95.58	95.24	85.66	91.82	93.55	98.73	97.58	90.14	94.14
NDUFB6	HsaEX0042313	chr9:32558908-32558952	45	S	89.83	91.97	80.86	92.57	97.09	96.53	94.25	92.08	98.35	96.72	88.67	92.41	95.69	95.76	92.07	89.33	92.13	93.91	93.73	95.9	97.93	99.1	99.57
STOML2	HsaEX0062581	chr9:35101423-35101557	135	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.82	100.0	100.0	100.0	100.0	100.0	99.07	100.0	100.0	99.46	100.0	100.0	100.0
ATP5C1	HsaEX0006927	chr10:7838084-7838118	35	S	98.86	98.63	99.0	99.05	99.87	100.0	98.55	98.63	97.76	100.0	98.72	98.94	99.25	99.17	99.3	98.82	99.07	100.0	99.37	99.45	95.34	98.29	100.0
METT11D1	HsaEX0038877	chr14:21460700-21460781	82	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	92.31	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
NDRG2	HsaEX0042234	chr14:21486616-21486663	48	S	96.68	98.65	96.77	98.25	96.25	98.49	98.4	98.85	98.81	98.45	97.54	98.76	96.41	99.39	97.69	98.82	98.88	98.33	97.06	96.26	99.71	96.67	98.39
METTL3	HsaEX0038912	chr14:21969870-21969966	97	C2	86.77	100.0	82.09	91.18	100.0	89.45	89.85	97.89	93.49	100.0	86.61	85.94	100.0	100.0	88.56	97.14	78.13	95.6	85.48	82.38	100.0	82.43	95.22
TAF1D	HsaEX0063465	chr11:93466253-93466287	35	C3	97.06	100.0	98.67	100.0	100.0	94.65	97.67	100.0	100.0	100.0	98.16	97.25	97.6	100.0	99.01	96.78	97.67	100.0	94.77	100.0	100.0	96.7	93.11
TAF1D	HsaEX0063466	chr11:93465410-93465457	48	C2	97.85	100.0	98.71	100.0	100.0	93.36	100.0	100.0	100.0	100.0	98.98	97.74	100.0	100.0	100.0	98.2	100.0	100.0	96.96	100.0	100.0	97.54	93.11
ZFYVE19	HsaEX0072737	chr15:41102050-41102168	119	S	100.0	100.0	100.0	100.0	100.0	100.0	97.53	100.0	100.0	100.0	100.0	100.0	100.0	97.67	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ZFYVE19	HsaEX0072738	chr15:41102352-41102414	63	C2	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.94	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
ANAPC16	HsaEX0004048	chr10:73983651-73983814	164	C1	72.15	71.33	64.16	82.16	76.12	66.47	71.29	73.11	66.87	74.88	57.01	71.52	92.07	71.34	79.56	71.86	59.92	89.33	61.42	70.13	61.5	51.84	73.12
NDUFV1	HsaEX0042340	chr11:67379368-67379449	82	S	99.6	99.17	98.44	99.63	100.0	98.64	99.3	99.73	99.65	100.0	99.4	99.74	100.0	100.0	99.91	99.53	99.45	99.74	99.26	99.84	99.59	99.84	100.0
MLST8	HsaEX0039591	chr16:2258211-2258335	125	S	97.85	93.19	90.84	93.5	93.33	93.1	93.51	94.59	82.86	100.0	88.74	87.14	68.0	96.67	82.81	96.59	87.36	89.04	94.84	96.83	88.57	100.0	90.7
SRRM2	HsaEX0061789	chr16:2819863-2820228	366	S	13.43	25.89	46.5	22.0	14.29	32.61	35.14	18.19	47.37	30.23	31.52	31.31	29.33	38.65	20.53	16.36	7.33	24.77	24.85	12.44	44.19	25.37	36.23
ATG16L2	HsaEX0006579	chr11:72537563-72537634	72	C2	100.0	85.92	96.97	69.7	100.0	100.0	91.89	90.7	100.0	95.74	80.0	95.56	90.12	100.0	90.91	90.48	86.44	90.91	92.73	100.0	96.3	100.0	100.0
ATG16L2	HsaEX0006580	chr11:72537748-72537868	121	C3	92.31	86.84	95.96	77.14	100.0	100.0	90.7	88.46	100.0	94.87	82.72	96.43	90.7	100.0	89.57	95.45	80.0	92.16	93.94	100.0	97.33	100.0	97.18
DNAJC7	HsaEX0020367	chr17:40134273-40134419	147	C2	100.0	99.8	100.0	99.06	100.0	100.0	99.51	100.0	100.0	100.0	100.0	99.3	100.0	98.91	99.85	99.09	100.0	99.64	100.0	100.0	100.0	100.0	98.52
DNAJC7	HsaEX0020368	chr17:40133873-40134025	153	S	100.0	99.69	100.0	98.84	100.0	100.0	99.0	99.73	98.68	100.0	99.76	99.44	100.0	98.44	99.76	98.32	100.0	99.49	100.0	100.0	100.0	100.0	95.09
ATG4B	HsaEX0006626	chr2:242592927-242593025	99	S	100.0	100.0	97.1	100.0	100.0	91.67	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.91	100.0	100.0	100.0	100.0	94.87	100.0	100.0
ATG4B	HsaEX0006627	chr2:242607558-242607636	79	S	100.0	100.0	100.0	95.92	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.3	98.12	100.0	98.56	100.0	100.0	100.0	100.0	100.0	100.0
ATG4B	HsaEX0006628	chr2:242594686-242594758	73	C3	97.32	96.68	100.0	91.08	100.0	100.0	98.14	100.0	100.0	100.0	100.0	98.34	100.0	100.0	97.2	98.92	98.53	95.84	98.9	100.0	100.0	100.0	100.0
ATG4B	HsaEX0006629	chr2:242598523-242598602	80	C3	100.0	98.95	100.0	92.08	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	97.98	100.0	100.0	100.0	100.0	100.0
PKIG	HsaEX0047866	chr20:43218438-43218507	70	C1	100.0	99.4	100.0	98.9	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	98.89	100.0	100.0	100.0	100.0	100.0	100.0
GFM1	HsaEX0027334	chr3:158402313-158402457	145	S	100.0	100.0	100.0	94.49	100.0	100.0	100.0	100.0	100.0	100.0	98.61	100.0	100.0	100.0	100.0	98.55	98.02	100.0	100.0	100.0	100.0	100.0	100.0
RNF181	HsaEX0053988	chr2:85823642-85823772	131	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.56	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
MFF	HsaEX0038965	chr2:228207461-228207535	75	C2	5.91	8.97	13.44	6.75	35.88	4.69	9.64	7.98	6.34	1.64	5.75	8.01	20.63	8.26	6.56	7.39	12.45	7.64	5.95	41.31	10.0	6.6	12.79
MFF	HsaEX0038966	chr2:228212059-228212100	42	C2	91.36	93.23	75.27	90.86	55.28	32.25	91.74	94.21	39.38	47.54	81.98	97.61	40.6	48.28	90.44	88.72	85.84	90.14	79.53	60.0	61.36	40.32	53.51
MFF	HsaEX0038967	chr2:228217230-228217289	60	C2	88.97	93.27	81.78	91.21	85.08	46.9	89.92	94.94	45.92	50.72	86.58	97.81	54.72	44.88	91.44	88.87	87.62	95.18	82.76	94.11	66.99	38.52	54.47
HNRNPH1	HsaEX0030293	chr5:179045146-179045324	179	C3	100.0	99.29	98.75	100.0	100.0	100.0	100.0	98.14	99.05	100.0	100.0	98.23	99.06	98.43	100.0	99.59	100.0	98.42	98.76	100.0	100.0	99.11	100.0
HNRNPH1	HsaEX0030294	chr5:179044990-179045061	72	C3	100.0	99.07	98.52	100.0	100.0	100.0	100.0	99.0	99.13	100.0	100.0	97.96	98.9	98.33	100.0	99.34	100.0	97.76	98.37	100.0	100.0	99.3	100.0
RAB24	HsaEX0051594	chr5:176729753-176729831	79	S	100.0	100.0	98.7	100.0	100.0	100.0	100.0	99.34	100.0	100.0	99.4	98.86	100.0	100.0	99.45	100.0	100.0	100.0	100.0	97.22	94.37	100.0	100.0
MRPL1	HsaEX0040094	chr4:78830420-78830526	107	S	100.0	100.0	100.0	100.0	100.0	100.0	100.0	99.22	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
UGP2	HsaEX0069186	chr2:64084963-64085070	108	C3	97.44	93.43	92.59	89.74	98.67	100.0	98.63	96.29	100.0	100.0	95.96	95.56	100.0	99.85	96.69	96.78	94.4	95.83	95.4	100.0	99.69	99.59	99.74
STX8	HsaEX0062723	chr17:9460751-9460845	95	C3	82.05	86.73	78.95	75.41	100.0	86.67	87.43	81.82	93.1	91.3	84.56	83.45	97.26	95.45	84.31	92.5	85.0	91.11	84.92	82.93	81.82	97.62	100.0
STX8	HsaEX0062724	chr17:9448489-9448599	111	S	84.62	88.52	82.94	78.26	100.0	87.1	87.82	82.49	94.29	91.67	86.94	82.98	97.3	96.23	85.88	92.86	85.83	91.18	88.0	87.39	83.61	97.33	100.0
STX8	HsaEX0062725	chr17:9408355-9408479	125	S	86.96	93.55	91.47	84.62	97.92	100.0	96.04	86.76	96.15	84.0	89.35	96.67	97.5	100.0	93.39	91.34	96.13	91.25	96.83	98.39	100.0	94.52	100.0
NDUFA3	HsaEX0042284	chr19:54609241-54609318	78	S	99.49	99.74	99.86	98.63	100.0	100.0	99.71	99.73	100.0	100.0	99.57	99.85	99.85	96.47	99.79	99.85	99.46	99.71	99.73	100.0	98.5	98.43	98.34
TADA3	HsaEX0063410	chr3:9827000-9827109	110	C3	95.09	98.01	92.07	96.61	100.0	100.0	98.91	99.11	100.0	89.94	97.57	100.0	100.0	100.0	96.55	100.0	94.72	94.78	100.0	100.0	96.74	93.24	94.23
TADA3	HsaEX0063411	chr3:9825712-9825897	186	S	98.64	98.55	98.75	97.36	100.0	100.0	97.09	99.11	100.0	95.85	99.04	97.08	100.0	100.0	97.73	99.27	97.18	98.48	98.65	98.57	97.24	97.67	100.0
TMEM126B	HsaEX0065427	chr11:85342731-85342852	122	C2	90.0	88.28	95.12	87.39	98.91	100.0	84.11	87.18	100.0	100.0	93.14	91.63	97.7	100.0	86.67	91.35	88.6	87.4	90.48	97.62	96.92	100.0	100.0
TCEA2	HsaEX0064116	chr20:62699400-62699487	88	S	100.0	100.0	100.0	100.0	100.0	93.55	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	96.77
HDAC3	HsaEX0029385	chr5:141005580-141005638	59	C2	88.24	96.72	100.0	100.0	91.3	96.36	90.91	95.77	92.98	88.57	85.71	96.0	94.44	97.67	95.45	92.38	95.51	89.38	90.48	87.5	100.0	95.56	93.62
HDAC3	HsaEX0029386	chr5:141005252-141005331	80	C2	88.89	97.62	96.3	97.3	88.89	100.0	91.72	95.52	92.68	94.12	89.29	94.83	96.0	98.37	91.3	91.18	94.92	92.86	93.38	97.22	100.0	100.0	100.0
CAMTA1	HsaEX0012299	chr1:6880241-6880310	70	S	100.0	78.57	83.1	75.0	95.31	81.4	81.33	80.28	68.18	81.82	76.47	86.67	90.78	83.33	84.16	89.74	82.22	83.67	90.62	89.21	83.87	87.01	83.33
TTC15	HsaEX0067781	chr2:3481466-3481566	101	S	83.45	91.47	87.34	90.6	97.12	96.48	89.24	94.4	100.0	90.99	93.56	95.56	96.7	94.72	90.33	91.04	100.0	97.98	97.76	98.14	100.0	100.0	89.15
SMN1	HsaEX0060480	chr5:70247768-70247821	54	S	57.65	53.33	61.78	48.62	95.24	70.79	96.61	48.41	95.24	85.19	49.35	44.63	64.34	60.0	46.88	60.45	55.96	75.28	97.84	61.29	72.58	96.72	89.25
FAM195A	HsaEX0024351	chr16:697783-697849	67	S	87.69	98.27	96.97	100.0	100.0	100.0	97.31	98.86	100.0	100.0	100.0	100.0	100.0	100.0	99.15	96.39	93.42	100.0	97.35	100.0	98.85	100.0	99.32
